id;Nome;DataDeNascimento;Empresa;Departamento;Salario
81073;Aristotle R. Acosta;01/11/1963;Sibelius;Public Relations;5248,42
87352;Rowan S. Travis;13/10/1971;Macromedia;Tech Support;9853,73
16450;Callum U. Anderson;23/09/1981;Lavasoft;Customer Relations;6494,93
19917;McKenzie Q. Fitzpatrick;07/03/1969;Adobe;Finances;8569,92
25292;Olga D. Charles;01/04/1999;Borland;Payroll;6164,59
99641;Molly I. Farmer;11/03/1972;Yahoo;Human Resources;2890,9
55285;Anjolie K. Vance;04/12/1999;Macromedia;Customer Relations;1374,01
61076;Ocean W. Waller;02/10/1968;Adobe;Asset Management;6588,2
66366;Jordan Q. Delaney;23/11/1972;Yahoo;Legal Department;9003,2
26934;Illiana O. Bonner;21/12/1969;Macromedia;Customer Relations;6257,93
39269;Jared I. Boyle;23/12/1967;Google;Legal Department;3931,25
19842;Iliana O. Golden;21/05/1966;Apple Systems;Payroll;3408,52
41547;Wallace E. Sharp;21/05/2005;Google;Advertising;8697,36
90887;Adara L. Callahan;17/09/1969;Altavista;Sales and Marketing;3657,14
98748;Troy X. Juarez;25/05/1997;Altavista;Tech Support;1350,87
3375;Irene V. Winters;10/08/1992;Cakewalk;Sales and Marketing;6165,85
86787;Zeus V. Mccarthy;04/05/2006;Microsoft;Tech Support;6019,36
11517;Sydnee E. Fuller;06/06/1998;Lycos;Advertising;6681,74
42551;Maisie Q. Dixon;09/03/1969;Google;Finances;8849,49
1101;Rahim T. Watson;11/04/1954;Yahoo;Customer Service;5023,87
61277;Harper X. Parsons;11/08/1997;Sibelius;Research and Development;8547,65
58378;Jennifer P. Fischer;22/08/1957;Yahoo;Human Resources;5206,53
59594;Fiona X. Avila;21/09/1954;Chami;Quality Assurance;7873,81
78558;Wesley U. Hurley;26/09/1974;Lycos;Customer Relations;7258,54
84733;Ginger H. Jordan;17/04/1994;Lycos;Research and Development;9456,46
15374;Dominic L. Robles;17/04/1966;Lycos;Research and Development;5355,62
75899;Jin H. Frye;09/03/1997;Apple Systems;Asset Management;9329,98
35391;Kiayada R. Washington;09/09/1954;Lavasoft;Public Relations;2651,73
13198;Ferdinand S. Blankenship;26/09/1965;Macromedia;Public Relations;1589,37
61769;Macy S. Herring;10/12/1989;Yahoo;Research and Development;4044,24
89350;Abbot U. Newman;06/02/1989;Apple Systems;Human Resources;5322,81
76788;Skyler X. Collins;20/04/1991;Altavista;Human Resources;4576,73
10036;Paki U. Castillo;16/06/1982;Apple Systems;Quality Assurance;9426,56
33816;Ian H. Adams;28/04/1976;Chami;Sales and Marketing;2409,03
76423;Kaden W. Potts;07/05/1972;Cakewalk;Payroll;6258,28
70144;Summer L. Walton;10/01/1969;Adobe;Legal Department;5770,24
52274;Ima X. Lott;04/03/1954;Yahoo;Customer Relations;6320,03
57083;Thomas L. Carlson;02/01/1990;Sibelius;Sales and Marketing;5497,58
94358;Marvin K. Fuentes;02/11/1963;Cakewalk;Customer Service;3588,87
67741;Curran U. York;16/12/1985;Altavista;Payroll;8726,39
10673;Lyle V. Malone;10/07/1975;Adobe;Payroll;4050,96
74345;Meredith O. Estrada;26/05/1994;Altavista;Public Relations;6077,68
47789;Caldwell D. Swanson;12/02/1991;Sibelius;Public Relations;4812,56
87618;Dennis T. Casey;18/05/1989;Sibelius;Quality Assurance;2998,93
37408;Amelia C. Guerra;11/05/1984;Lavasoft;Sales and Marketing;7425,66
65036;Kiara L. Graves;09/01/1973;Yahoo;Customer Service;9381,28
45102;Justin A. Wilkins;06/05/1973;Microsoft;Legal Department;1503,91
10150;Garth U. Rocha;08/11/1993;Apple Systems;Tech Support;1762,12
4677;Rana H. Shepherd;14/02/1970;Chami;Quality Assurance;1137,51
49449;Gray J. Sharpe;09/08/1960;Chami;Media Relations;5507,55
33758;Ralph T. Short;03/02/1962;Chami;Media Relations;8622,3
914;Jessamine L. Dean;21/04/1955;Adobe;Finances;6181,2
21145;Berk U. Suarez;06/08/1972;Cakewalk;Media Relations;5497,33
37125;Shafira G. Chen;11/08/1977;Google;Research and Development;5941,38
56571;Harlan Z. Hull;03/09/1993;Finale;Human Resources;8766,41
18152;Aileen W. Gonzalez;13/09/1955;Cakewalk;Accounting;9503,37
51056;Hammett U. Reyes;03/11/1955;Cakewalk;Legal Department;6494,48
29401;Brianna O. Weeks;29/05/1992;Microsoft;Human Resources;4384,36
29312;Lillian Q. Hendrix;11/12/1969;Chami;Payroll;9888,16
78220;James P. Bryan;03/06/1958;Macromedia;Customer Relations;6914,78
55230;Aladdin K. Savage;12/07/1963;Altavista;Finances;1662,19
28458;Hasad H. Weeks;03/09/1986;Sibelius;Legal Department;1297,35
16031;Baxter X. Manning;20/07/1987;Google;Sales and Marketing;3873,2
2336;Hu V. Hopper;19/06/1979;Altavista;Finances;7867,7
90327;Brent W. Crosby;08/01/1975;Altavista;Sales and Marketing;6776,11
6155;Hakeem E. Nelson;23/07/1983;Apple Systems;Legal Department;2549,78
26780;Knox A. Collins;21/05/1954;Sibelius;Media Relations;2811,59
78109;Lydia W. Nelson;18/11/1967;Google;Accounting;4045,87
17397;Rajah J. Parker;09/03/1978;Adobe;Legal Department;9616,27
4867;Peter Z. Monroe;02/02/2000;Apple Systems;Advertising;3547,11
35503;Sophia Q. Mcdowell;06/08/2000;Chami;Asset Management;3011,31
29763;Rhonda R. Little;14/08/1985;Sibelius;Human Resources;3653,58
48442;Xyla E. Kemp;08/09/1958;Chami;Customer Service;9457,87
1600;Cadman P. Flynn;28/05/1959;Altavista;Customer Relations;5917,67
17870;Aretha L. Fowler;25/11/1991;Chami;Research and Development;6209,66
75417;Clarke G. Hernandez;14/10/1960;Chami;Quality Assurance;1980,05
95275;Indigo Z. Stephenson;17/07/1959;Apple Systems;Human Resources;6835,45
84508;Lance O. Pennington;13/07/2003;Lycos;Sales and Marketing;6804,33
12958;Jessica A. Juarez;07/02/2000;Google;Payroll;2648,21
73202;Bethany U. Mueller;18/10/1983;Altavista;Quality Assurance;7802,12
85294;Althea G. Weaver;26/09/1957;Yahoo;Legal Department;5950,69
68292;April C. Burns;03/12/1998;Lavasoft;Public Relations;9952,58
27913;Paki W. Fisher;28/03/1998;Macromedia;Quality Assurance;1636,74
1578;Herrod O. Kim;09/10/1985;Finale;Finances;5953,98
46071;Travis A. Pope;02/01/1965;Macromedia;Research and Development;5303,53
48151;Shaeleigh D. Todd;08/01/1982;Altavista;Finances;8531,36
84185;Gretchen E. Ross;10/09/1955;Borland;Customer Relations;9142,88
12247;Cara R. Abbott;06/03/1981;Adobe;Accounting;1571,15
8305;Quyn X. Vargas;19/09/1989;Microsoft;Customer Service;4543,48
30488;Mira G. Weaver;08/04/1982;Cakewalk;Accounting;2836,94
42181;Mona E. Lawson;21/10/1959;Finale;Accounting;8601,23
71436;Xandra R. Hopper;01/04/1988;Borland;Human Resources;8326,13
66345;Quentin D. Albert;29/11/1988;Yahoo;Public Relations;3726,46
57625;Zena G. Joyner;25/04/1989;Lycos;Human Resources;4496,08
70743;Cara T. Camacho;08/07/1972;Sibelius;Customer Relations;5819,79
27093;Melissa M. Leon;20/08/1975;Chami;Legal Department;8664,51
46475;Kennan A. Holloway;07/09/1955;Lycos;Customer Relations;6004,13
74762;Merritt T. Richard;13/07/1981;Chami;Research and Development;6512,12
50714;Blake I. Hancock;28/02/1972;Apple Systems;Public Relations;2258,6
97369;Avram C. Odom;13/02/1960;Finale;Customer Relations;4037,23
6993;Uma B. York;01/11/1987;Borland;Finances;4722,21
41636;Sade R. Cash;08/07/1979;Chami;Customer Relations;8097,21
56947;Melanie E. English;28/02/1977;Sibelius;Public Relations;7615,01
45735;Blake R. Valentine;22/06/1993;Adobe;Customer Relations;6850,56
25803;Rebekah L. Brady;11/05/1972;Google;Advertising;4727,91
70772;Audrey Z. Williams;11/09/1981;Microsoft;Public Relations;1876,15
97778;Kieran N. Ortega;02/01/2005;Macromedia;Public Relations;4697,37
65871;Amir C. Kelly;17/07/1996;Finale;Finances;8424,13
82276;Amela T. Phillips;23/08/1960;Google;Payroll;5227,56
42557;Jonah X. Cain;26/09/1956;Adobe;Finances;7419,39
13709;Desirae H. Travis;21/07/1975;Sibelius;Asset Management;5597,32
43135;Kelly I. Munoz;19/05/1998;Altavista;Finances;1016,75
38257;Leandra K. Phelps;09/10/2003;Lycos;Tech Support;4668,15
51594;Erin A. Perkins;08/05/1963;Sibelius;Quality Assurance;5173,07
40342;Eliana F. Dorsey;26/06/2003;Cakewalk;Customer Relations;5570,04
1522;Jesse U. Grimes;11/11/1978;Apple Systems;Customer Relations;1856,64
18328;Halla N. Barry;22/02/1980;Chami;Quality Assurance;6868,52
52894;Amy X. Mcneil;13/12/2001;Altavista;Legal Department;9116,09
2603;Daphne K. Benjamin;16/03/1974;Altavista;Customer Relations;4394,82
41479;Lydia D. Best;24/11/1967;Macromedia;Human Resources;7180,34
55201;Vielka D. Paul;06/06/1988;Microsoft;Customer Relations;2397,04
33401;Donovan A. Ware;27/09/1992;Apple Systems;Customer Relations;4908,07
13247;Chloe C. Osborne;23/06/1957;Cakewalk;Human Resources;8900,94
26530;Graiden X. Madden;16/07/2004;Apple Systems;Asset Management;5636,73
43330;Chandler P. Richard;14/07/1997;Chami;Customer Service;6567,27
34192;Lawrence Z. Kirby;17/08/2006;Chami;Asset Management;7610,31
79155;Nasim K. Gates;17/07/1987;Chami;Public Relations;8970,3
78090;Melissa W. Duffy;10/11/1980;Lycos;Media Relations;1887,77
43892;Amos L. Ellis;22/10/1961;Microsoft;Research and Development;4739,68
50183;Laurel A. Owens;20/05/1957;Sibelius;Research and Development;5418,71
42987;Christopher G. Burnett;07/07/1981;Lycos;Research and Development;2403,89
25811;Dustin J. Larsen;16/03/1957;Macromedia;Public Relations;8773,33
50697;Simon U. Heath;21/07/1981;Google;Media Relations;8932,49
90118;Madonna O. Booth;12/02/1970;Microsoft;Finances;5679,28
91668;Lael E. Dixon;20/04/1995;Borland;Legal Department;2487,87
39302;Brianna R. Holloway;10/07/2000;Macromedia;Finances;4375,3
42423;Channing D. Finley;19/04/1964;Apple Systems;Payroll;1064,09
1055;Xandra W. Alford;20/05/1981;Google;Human Resources;9816,6
77910;Price W. Cantrell;18/08/1979;Macromedia;Payroll;1189,92
39114;Troy K. Griffith;26/13/2002;Lavasoft;Quality Assurance;6763,06
558;Jarrod L. Allison;18/03/1955;Altavista;Customer Relations;3102,05
44265;Elvis S. Davis;21/11/2005;Macromedia;Accounting;5556,71
64753;Oliver O. Cortez;07/02/2003;Lycos;Legal Department;5009,57
97973;Hedley G. Blake;05/09/2005;Macromedia;Media Relations;5332,93
65559;Allistair B. Glass;19/02/1971;Lycos;Asset Management;2444,44
94756;Lana I. Stark;11/13/1997;Microsoft;Customer Relations;5560,28
86175;Keane D. Pena;13/06/1997;Macromedia;Human Resources;9608,05
72938;Hannah C. Tyson;10/10/1977;Macromedia;Legal Department;3839,16
92583;Shaeleigh E. Durham;02/03/1962;Adobe;Legal Department;9097,09
50292;Keith G. Wilkinson;11/05/1969;Lavasoft;Media Relations;6671
6065;Stone G. Harrison;18/11/1997;Cakewalk;Research and Development;8916,91
92582;Zena Y. Page;04/04/1966;Lycos;Research and Development;9474,9
7964;Addison N. Munoz;06/03/1976;Google;Human Resources;9905,06
82814;Bevis V. Franco;12/11/1983;Microsoft;Quality Assurance;5756,09
23495;Montana O. Heath;27/03/1992;Macromedia;Finances;6272,19
15211;Sylvia X. Cline;21/07/1961;Apple Systems;Legal Department;4748,41
66297;Lisandra K. Blevins;27/12/1998;Adobe;Sales and Marketing;2427,83
77223;Joshua G. Mcknight;05/11/2002;Macromedia;Media Relations;8649,45
15831;Cora G. Gutierrez;27/10/1995;Yahoo;Accounting;3808,34
80884;Nolan R. Simon;18/11/2000;Yahoo;Public Relations;7909,88
17564;Laura X. Hoffman;22/05/2004;Chami;Finances;6976,4
41884;Emery Y. Franklin;04/11/1980;Borland;Public Relations;4862,33
75036;McKenzie S. Dodson;24/09/1979;Microsoft;Tech Support;9344,93
92675;Lacy Z. Serrano;03/10/1978;Finale;Legal Department;5102,26
22396;Kessie I. Obrien;16/07/1992;Lycos;Research and Development;3338,74
13783;Abdul F. West;23/07/1984;Google;Human Resources;1478,51
11686;Gabriel P. Peck;14/01/1954;Adobe;Asset Management;1998,77
4935;Emery L. Moody;25/04/1975;Microsoft;Tech Support;4867,97
7761;Hall C. Knight;01/06/1968;Altavista;Tech Support;1461,07
66552;Sean N. Sargent;14/09/1957;Google;Legal Department;3264,13
21278;Darryl B. Farley;10/10/1955;Finale;Research and Development;3247,77
98999;Sonya W. Kim;16/06/1968;Lavasoft;Media Relations;8451,72
34455;Autumn W. Chen;15/06/1990;Lavasoft;Customer Service;3704,53
75503;Bertha E. Perry;20/13/2001;Cakewalk;Public Relations;4207,29
21040;Jasmine W. Combs;16/12/1982;Altavista;Customer Service;6791,52
33673;Walter B. Barlow;27/09/1966;Lavasoft;Advertising;3314,2
440;Damian L. Aguilar;28/06/1992;Lycos;Finances;5858,15
45473;Avye G. Randolph;15/09/1999;Lavasoft;Customer Service;1666,95
97830;Taylor D. Malone;19/06/1984;Cakewalk;Sales and Marketing;6735,65
40396;Jaime V. Reed;10/12/1991;Cakewalk;Accounting;6349,65
42107;Abra N. Gibbs;13/13/1999;Chami;Human Resources;1226,19
58389;Hop X. Cooley;26/04/2000;Cakewalk;Customer Relations;4084,15
8734;Petra K. Richardson;15/05/1957;Altavista;Payroll;8152,37
38791;Olivia S. Peck;01/06/1992;Cakewalk;Accounting;5014,76
47260;Mia B. Griffith;19/04/2005;Cakewalk;Customer Relations;2742,42
46771;Colorado C. Howell;09/06/2004;Microsoft;Legal Department;9928,09
33843;Skyler X. Mueller;26/08/1997;Yahoo;Public Relations;1817,37
65651;Freya X. Gray;15/11/1973;Altavista;Accounting;2860,47
24014;Quyn N. Mcmillan;13/11/1972;Altavista;Customer Relations;6805,91
26003;Nathan F. Summers;22/03/1996;Google;Public Relations;1737,25
7545;Virginia Q. Holland;14/03/1979;Yahoo;Accounting;6928,7
11250;Zelda P. Lawrence;18/04/1984;Lavasoft;Tech Support;7520,64
587;Fletcher T. Hull;23/04/1974;Finale;Tech Support;3572,27
65360;Preston D. Wilkins;17/04/1991;Microsoft;Customer Service;3783,9
44488;Kennan S. Byers;28/06/1977;Macromedia;Sales and Marketing;2151,08
79702;James Y. Morrison;11/04/1991;Sibelius;Customer Service;5128,77
73705;Iona D. Bradford;07/08/1970;Adobe;Research and Development;1161,02
72185;Maisie O. Pierce;21/04/1986;Altavista;Research and Development;6888,44
40218;Silas B. Cooley;26/09/1970;Altavista;Public Relations;6760,06
36177;Baker G. Gates;19/05/1956;Yahoo;Media Relations;3899,64
38557;Maile I. Barnett;24/09/1989;Macromedia;Asset Management;6239,25
31684;Sharon L. Sullivan;12/11/1957;Macromedia;Research and Development;8597,09
64588;Amity C. Salinas;11/04/1954;Lavasoft;Customer Relations;9613,75
3444;Emmanuel D. Powell;09/01/1973;Apple Systems;Customer Service;2298,88
44112;Clarke G. Dickson;20/06/2000;Microsoft;Payroll;8779,69
98853;Christine N. Rodriquez;20/06/1992;Microsoft;Legal Department;6851,74
8454;Demetria R. Wiley;01/09/1974;Yahoo;Accounting;3595,88
99509;Aurelia C. Vaughn;15/03/2004;Macromedia;Advertising;4410,31
36414;Phoebe M. Stout;17/13/1966;Finale;Quality Assurance;7606,78
20782;Karly M. Armstrong;10/03/1988;Finale;Public Relations;2015,39
33710;Tobias V. Pace;4/13/1958;Finale;Public Relations;4099,78
12448;Jorden O. Santos;4/13/1968;Altavista;Public Relations;6312,93
75025;Wilma U. Lancaster;05/06/1967;Cakewalk;Asset Management;5955,85
10394;Mari B. Wiggins;21/04/1987;Sibelius;Finances;3539
21691;Francis O. Avery;25/06/1994;Sibelius;Quality Assurance;6236,99
40099;Cole D. Roach;23/02/1977;Lycos;Advertising;7931,64
68300;Brynn N. Patton;28/03/1987;Microsoft;Asset Management;3919,45
67601;Abigail P. Dyer;11/04/1963;Apple Systems;Media Relations;4775,19
81820;Solomon K. Rosales;14/08/1963;Yahoo;Asset Management;3409,91
88010;Hanae R. Henson;13/13/2001;Adobe;Sales and Marketing;2954,52
76382;Patrick U. Graham;26/09/2004;Adobe;Finances;1071,77
84641;Justine C. Dodson;07/05/1997;Borland;Quality Assurance;7169,71
60926;Ann E. Bray;05/08/1966;Apple Systems;Sales and Marketing;5069,03
21091;Patricia F. Bolton;12/03/1993;Sibelius;Public Relations;9272,97
38060;Channing B. Huber;03/03/1990;Yahoo;Research and Development;4481,86
3048;Seth L. Singleton;16/03/1998;Macromedia;Tech Support;3014,29
26664;Sheila M. Hardin;29/07/1999;Sibelius;Media Relations;8796,05
47658;Julie A. Oliver;27/09/1979;Macromedia;Accounting;4164,49
7764;Todd E. Vega;02/12/1977;Microsoft;Tech Support;1137,76
80094;Maia N. Leblanc;16/07/1982;Altavista;Human Resources;3652,74
34341;Odette R. Gibson;09/07/1998;Microsoft;Customer Relations;3759,59
76380;Leah P. Howell;27/07/1994;Lavasoft;Quality Assurance;5027,92
37199;Beau J. Conner;10/06/1970;Microsoft;Public Relations;8516,49
69568;Fredericka I. Gonzales;02/01/1979;Sibelius;Tech Support;9588,11
85595;Nolan W. Joyce;28/03/1981;Macromedia;Tech Support;3608,96
95739;Lani U. Owens;29/06/1970;Macromedia;Media Relations;9807,35
58734;Wesley S. Stanton;23/11/1999;Sibelius;Finances;2613,39
76301;Gage L. Monroe;26/07/2003;Sibelius;Public Relations;3957,56
85748;Hope O. Beard;04/12/2004;Adobe;Advertising;4115,48
43470;Aphrodite P. Merrill;27/06/1968;Finale;Customer Service;4116,15
4585;Laurel U. Leonard;27/01/1982;Altavista;Quality Assurance;7153,22
36927;Mia C. Molina;13/03/2001;Macromedia;Sales and Marketing;3089,09
71051;Wynter S. Wolf;05/02/1976;Apple Systems;Public Relations;2482,48
57165;Winter H. Garrison;27/12/2001;Yahoo;Finances;6309,72
37070;Quinn G. Bean;13/11/1957;Cakewalk;Research and Development;2654,24
35562;Melissa R. Hancock;03/08/1980;Altavista;Tech Support;1668,46
38977;Aiko W. Hart;28/07/1966;Microsoft;Customer Relations;4781,2
29073;Raphael H. Taylor;26/12/1976;Adobe;Asset Management;9881,26
30841;Deanna Z. Lara;27/09/1955;Adobe;Research and Development;5623,84
45832;Macon E. Rowe;20/05/1962;Apple Systems;Accounting;3648,85
4526;Dorian A. Wolf;28/07/1969;Apple Systems;Asset Management;6554,27
71958;Susan U. Raymond;09/08/1990;Lavasoft;Accounting;3753,22
31400;Darius Y. Mosley;30/04/1956;Adobe;Asset Management;4738,5
63323;Rhoda D. Kelly;02/05/1972;Apple Systems;Customer Service;8230,72
29615;Cally I. Houston;10/10/1958;Lavasoft;Public Relations;8757,29
39276;Omar M. Cervantes;09/08/1958;Adobe;Media Relations;6554,08
17950;Xavier L. Gill;17/10/1956;Lavasoft;Media Relations;9911,36
86041;Neil E. Myers;13/13/1963;Lycos;Payroll;6488,54
73884;Brody P. Beach;02/08/1954;Lycos;Media Relations;5589,23
82823;Clinton W. Hebert;01/10/1972;Lycos;Human Resources;4075,86
32239;Dante U. Hayden;17/06/1985;Finale;Payroll;9215,42
87646;Cassandra Y. Delgado;26/03/2006;Macromedia;Quality Assurance;9152,45
32133;Pamela S. Rojas;20/01/2005;Macromedia;Sales and Marketing;2395,23
67330;Brynn B. Brennan;22/06/1971;Borland;Advertising;1233,45
5321;Anika M. Hart;17/06/1954;Altavista;Media Relations;2922,58
25434;Avram C. Schmidt;20/08/1978;Cakewalk;Customer Relations;3148,19
63331;Bryar X. Odom;11/10/1968;Microsoft;Tech Support;2532,84
71712;Isabelle G. Hoover;17/02/1997;Cakewalk;Media Relations;3339,29
95905;Upton E. Boone;25/06/1964;Finale;Quality Assurance;4461,83
6976;Mari K. Roman;7/13/1958;Apple Systems;Media Relations;3849,84
95157;India N. Mcfadden;07/10/2005;Lycos;Asset Management;5668,68
30314;Mannix D. Johns;04/05/1992;Chami;Quality Assurance;8537,25
82742;Phyllis G. Pate;21/08/1999;Google;Media Relations;1215,35
29261;Omar G. Carr;19/07/2006;Cakewalk;Public Relations;7992
56778;Susan I. Gallagher;02/03/1968;Adobe;Tech Support;4950,12
19104;Melinda C. Shepherd;16/12/1978;Chami;Quality Assurance;5293,67
85934;Hashim S. Bernard;20/05/1982;Adobe;Media Relations;7731,99
50947;Kylynn H. Patel;21/02/1970;Google;Customer Relations;2555,39
34540;Garrison L. Roberson;16/05/2006;Apple Systems;Sales and Marketing;3669,96
58068;Dillon P. Guerra;15/08/1958;Adobe;Human Resources;6901,29
39505;Jillian W. Dean;18/07/1983;Altavista;Sales and Marketing;8902,31
69396;Yvette J. Hooper;26/04/2006;Macromedia;Research and Development;2505,08
16643;Garrison B. Osborn;21/08/1955;Cakewalk;Accounting;4281,06
25652;Isadora J. Clemons;02/12/2004;Finale;Tech Support;7958
89023;Cedric U. Rosales;21/09/1978;Cakewalk;Finances;8952,93
60385;Yeo P. Preston;01/08/1987;Apple Systems;Customer Relations;5204,17
6541;Nell Z. Parsons;10/07/1964;Yahoo;Customer Service;2241,88
97015;Kenneth S. Leach;26/08/1981;Cakewalk;Media Relations;4102,3
22151;Raymond Z. Jenkins;20/04/1957;Chami;Media Relations;2598,97
63224;Laurel Q. Morgan;22/12/1986;Google;Public Relations;2588,63
65198;Benjamin W. James;26/06/2003;Lycos;Media Relations;3796,3
87615;Hashim O. Pennington;25/04/2000;Apple Systems;Customer Relations;7855,37
79475;Christopher X. Michael;17/11/1972;Macromedia;Accounting;3296,23
77161;Hannah I. Saunders;10/11/1993;Chami;Finances;9546,85
77800;Alexander Q. Lindsay;23/07/1960;Google;Asset Management;6301,18
33595;Taylor A. Blanchard;17/05/1968;Microsoft;Media Relations;5458,32
29790;Marny V. Crawford;27/07/1988;Microsoft;Tech Support;7503,25
17387;Cathleen W. Diaz;11/06/1981;Cakewalk;Legal Department;5469,95
73871;Vernon A. Patrick;26/03/1960;Borland;Quality Assurance;3960,12
70315;Ramona P. Suarez;27/07/1982;Yahoo;Tech Support;6723,42
34551;Hermione G. Robles;04/03/1998;Cakewalk;Tech Support;1573,5
15414;Laura Q. Odonnell;04/09/1975;Altavista;Public Relations;5319,48
90110;Lawrence C. Parrish;27/12/1994;Google;Customer Relations;6907,18
51825;Demetria X. Forbes;25/03/1978;Microsoft;Payroll;5725,71
83510;Eagan M. Perkins;22/11/1964;Lycos;Asset Management;1133,3
95915;Amela Y. Davenport;08/12/1969;Chami;Research and Development;4397,8
18360;Beverly G. Merrill;15/12/2004;Lavasoft;Research and Development;1875,91
69267;Evan R. Craig;05/11/2001;Yahoo;Advertising;6344,93
35712;Hiroko N. Kerr;29/08/1979;Google;Accounting;2464,11
82148;Jennifer Q. Castro;29/07/1997;Macromedia;Research and Development;5536,47
66109;Arthur Q. Mack;22/08/1995;Yahoo;Quality Assurance;9859,95
