Id;Nome;DataDeNascimento;Empresa;Departamento;Salario
689906;Jennifer Boyd;09/02/1920;Levine PLC;Supply Chain;74406.45
779422;Monica Landry;12/07/1990;Stark-Miller;Manufacturing;67107.58
301051;Bryan Walsh;18/11/1919;Walker, Montgomery and Melton;Data Management;57931.77
686636;Andrew Davis;18/02/1972;Jones and Sons;Innovation;47963.68
35135;Wanda Scott;10/03/2019;Walker, Little and Love;Research and Innovation;26302.32
847398;Christy Patterson;08/05/1948;Ball, Myers and Leonard;Brand Development;40311.61
565981;David Larson;03/11/1955;Diaz LLC;Enterprise Architecture;22356.84
697720;Robert King;24/12/1997;Lopez, Martinez and Wu;Systems Engineering;22298.81
461793;Sheryl Raymond;13/10/1977;Campbell, Cox and Maldonado;Enterprise Architecture;54064.12
251103;Michael Moore;24/02/1955;Turner and Sons;Advertising;18084.41
356086;Charles Schmidt;09/04/1936;Bailey PLC;Regulatory Affairs;18943.43
166146;Nancy Barker;11/01/2019;Stanley and Sons;Procurement;1570.35
142049;Harry Flynn;08/03/1944;Richardson-Maddox;Corporate Development;10056.87
449527;Terrence Watkins;19/09/1946;Brown, Stevens and Adams;Internal Audit;7621.32
851264;James Clark;04/05/1998;Clark PLC;Enterprise Architecture;66878.04
991671;Robert Wolf;12/10/1948;Brown-Johnson;Corporate Training;53215.7
793439;Teresa Gates;11/09/2002;Rodriguez, Ruiz and Ibarra;Business Intelligence;65773.02
561622;Ricky Bauer;19/10/1976;Woods-Lopez;Employment Services;53477.39
998683;Joe Haas;05/08/1983;Edwards-Smith;Strategic Planning;63735.06
777194;Krystal Moore;13/11/2012;Esparza-Smith;Financial Analysis;14037.89
325525;Michelle Gardner;22/10/1968;Mueller, Stout and Wilson;Public Relations;67443.8
555579;Anthony Castro;29/07/1957;Smith, Cherry and Miles;Data Management;41782.3
782534;Tammy Campbell;17/10/1999;Harrison LLC;Corporate Development;79127.18
236805;Beverly Ortiz;28/04/1948;Franklin LLC;Strategic Planning;70918.3
975787;Ariel English;29/10/1984;Mendoza, Wallace and Stark;Employee Relations;35992.36
599616;Dennis Herrera;22/02/1991;Lester, Gibson and Valdez;Strategic Sourcing;37069.54
73695;Tiffany Fuller;13/11/1966;Gray LLC;Purchasing;54654.0
137494;Shannon Davis;31/08/2008;Garcia Ltd;Corporate Events;10945.72
262861;Isaac Green;02/07/1987;Hendricks PLC;Business Process Improvement;76859.96
953346;Rebecca Clark;27/07/1916;Miller-Smith;Corporate Training;4244.51
541535;Sabrina Lawrence;09/02/1955;Jackson-Scott;Manufacturing;5674.72
916459;Bryan Mason;01/12/1941;Turner Group;Brand Management;80944.91
777466;John Schultz;01/09/1942;Davis, Johnson and Villarreal;Corporate Events;34936.95
266595;Blake Gibson;24/09/1970;Santana, Eaton and Dennis;Supply Chain;86928.99
489608;Theresa Gomez;26/02/2013;Cook-Jenkins;Warehouse Management;87007.97
35988;Randy Frazier;27/04/1982;Rogers, Gomez and Petersen;Legal Compliance;64058.62
466633;Amanda Black;16/08/1987;Lewis Ltd;Corporate Governance;63353.01
329462;Carrie Pierce;22/08/1951;Vasquez, Rodriguez and Walker;Research and Innovation;46657.01
130852;Eric Myers;11/08/1937;Alexander and Sons;Product Design;71145.74
8269;Brandi Johnson;03/10/2015;Mcclain, Anderson and Clark;Business Continuity;40479.32
445359;Steve Sanford;15/08/1973;Patterson PLC;Data Management;39025.73
484749;Joseph Franklin;30/10/1977;Hull, Bell and Smith;Business Development;13244.31
886695;Tonya Novak;18/09/1951;Hunter Inc;Legal Compliance;9950.04
290094;Joseph Briggs;08/09/1977;Williams Ltd;Marketing;33711.05
89070;Jose Santana;29/04/1925;Dodson LLC;Facilities Management;63262.22
12832;Trevor Quinn;20/09/1914;Potts-Ingram;Warehouse Management;74665.36
336177;Phillip Baldwin;30/03/1911;James LLC;Corporate Communications;41992.57
362703;Michael Buckley;30/11/1950;Wilson, Martinez and Barker;Market Expansion;34572.66
556573;Vicki Cole;09/10/1990;Moore-Mclaughlin;Risk Management;63155.18
755673;Daniel Clark;28/04/2015;Adams Ltd;Human Resources;57235.86
637458;Michael Brown;08/04/1969;Johnson-Martinez;Policy and Planning;73813.73
589249;Jonathan Jones;28/12/1966;Thomas, Ritter and Harris;Corporate Strategy;48935.66
45122;Elizabeth Lyons;21/11/2000;Mcgee, Dalton and Stuart;Investment Management;69281.14
714446;Nicole Ruiz;07/01/2001;Lewis, Simpson and King;Strategic Partnerships;62725.69
502204;Scott Rogers;09/10/2021;Jensen-Ellison;Corporate Strategy;38116.23
199714;Suzanne Stephens;09/03/1995;Soto LLC;Financial Analysis;22028.78
143769;Mrs. Krista Long;28/11/1993;Miller-Patel;Financial Planning;25801.17
713246;Jeffery Jackson;01/10/1930;Hart-Moreno;Corporate Events;66200.31
852756;Nicole Mills;05/08/1957;Mccoy Ltd;Warehouse Management;52020.63
427032;Michael Mcbride;18/10/1985;Bowen-Sharp;Market Expansion;86756.29
980657;Matthew Clark;25/11/1921;Brown, Jones and Dalton;Public Relations;51781.65
476192;Zachary Guerrero;21/07/1966;Johnson PLC;Manufacturing;54788.36
396110;Michael Riley;28/11/1964;Gonzales-Prince;Financial Analysis;74447.73
219686;Christopher Andrews;14/10/1915;Oconnor Group;Strategic Sourcing;71453.55
355182;Terry Nelson IV;04/11/1974;Carter, Herrera and Williams;Training and Education;29000.99
499010;Joseph Walters;09/03/1964;Lambert-Carlson;International Business;23029.26
480700;Todd Rodriguez;14/07/1913;Hall, Sherman and King;Enterprise Architecture;16895.19
637341;Mr. Nicholas Smith;16/10/1913;Johnson Inc;Product Design;26527.84
536083;Gwendolyn Schroeder;12/08/1977;Howe LLC;Procurement;33117.68
605058;Dr. Maria Ward MD;30/05/1936;Orozco Ltd;Audit and Assurance;72536.95
231543;John Sherman;08/11/1961;Cummings and Sons;Cybersecurity;40438.21
491035;Anthony Herman;05/01/1939;Sandoval-Hicks;Financial Analysis;6739.12
250129;Jeremy Frank;19/08/1975;Sutton-Gonzalez;Office Management;64070.84
301390;Paul Young;02/11/1952;Weaver-Barton;Health and Safety;2974.17
227177;Samantha Davidson;13/10/2007;Long-Joseph;Training and Education;20962.73
361542;Brian Perry;15/08/1917;Miller and Sons;Corporate Affairs;59503.11
173273;Cynthia Clark;01/04/2013;Downs-Coleman;Market Research;76500.47
49061;Randy Townsend;04/04/1963;Harris PLC;Warehouse Management;57701.31
732294;Jeremy Cruz;08/10/1963;Morgan Ltd;Employee Wellness;79236.16
362178;Jorge Fitzgerald;08/08/1994;Hayes-Moore;Information Services;56653.62
86984;Johnathan Porter;26/10/2004;George-Powers;Employment Services;41631.75
274944;Lisa Brown;03/11/1947;Rich Group;Legal;61412.33
563044;James Beasley;11/12/1958;Price PLC;Policy and Planning;44531.12
267664;Carolyn Brown;19/01/1947;Burns-Brown;Corporate Training;27893.99
745063;Jamie Escobar;31/01/1941;Torres, Garcia and Stout;Brand Management;77045.15
397459;Brian Strickland;31/08/1965;Hansen-Washington;Facilities Management;45969.42
299164;Stephanie Carr;09/11/2018;Jensen PLC;Sales Operations;64202.57
834184;John Morgan;11/11/1926;Davis, Kelly and Owens;Sales;4885.87
729333;Diane Baker;22/04/1908;Adams LLC;Product Design;73518.39
689501;Mr. Daniel Gonzales;27/09/1936;Ali-Knight;Product Launch;26194.72
184906;Christopher Harris;18/02/1947;Matthews, Page and Anderson;Investor Relations;88750.11
192543;Sandra Knight;22/05/1950;Burns PLC;Strategic Planning;40297.05
231443;Jeffrey Horne;24/04/1964;Smith, Singleton and Huffman;Health and Safety;44710.88
64852;Jill Horn;16/02/2010;Suarez, Holland and Boyd;Corporate Governance;75582.79
241720;Alexander Craig;04/01/2004;Dalton, Johnson and Martin;Brand Development;9941.02
349340;Robert Bishop;06/12/2013;Moore-Thomas;Investment Management;16957.26
821040;John Ortiz;21/05/1930;Barrett, Lee and Smith;Information Security;1979.02
519231;Benjamin Kennedy;22/02/2020;Fernandez LLC;Brand Management;82585.06
246637;Caroline Davis;13/04/1994;Choi PLC;Supply Chain Management;49227.03
993540;Richard Dunn;24/04/1921;Jimenez, Yang and Johnson;International Business;42470.48
243755;Johnny Miller;28/10/1962;Gardner, Wells and Austin;Human Resources;7448.9
957283;Amy Campbell;28/04/1993;Rogers-Mcguire;Operations;21192.4
424614;David Gonzalez;01/12/1932;Fleming-Williams;Environmental Health and Safety;4749.66
164588;Larry Underwood;22/03/1952;Brown-Grant;Infrastructure Management;33181.24
96510;Lori Campbell;01/12/1916;Jimenez, Meyers and Taylor;Market Research;59437.15
637582;Tina Fleming;17/06/2019;Marsh, French and Greer;Distribution;67727.33
988499;David Bradley;31/12/1957;Jenkins Group;Audit and Assurance;37891.52
55475;Miguel Richardson;23/03/1917;Lopez, Vega and Rodriguez;Supply Chain Management;28418.7
337993;David Ballard;25/01/2004;Welch-Hanson;Learning and Development;12424.34
423801;Justin Guzman;01/05/1967;Carlson PLC;Manufacturing;21858.44
301862;Jason Ellis;11/09/2018;Miranda-Moore;Financial Planning;32617.94
443716;Geoffrey Davis;26/09/1997;Melendez PLC;Advertising;41950.1
225275;Jeffrey Hansen;28/07/1913;Jones, Robinson and Cooper;Research and Development;63028.76
115847;Richard Jones;15/07/1935;Thomas-Taylor;Infrastructure Management;26642.17
918676;Vicki Middleton;10/12/1974;Hayes-Gray;Credit and Collections;13025.07
92405;Kimberly White;24/03/1946;Martinez, Acosta and Lewis;Warehouse Management;33775.13
712258;Alexander Rojas MD;28/08/1982;Krueger-Brown;Corporate Governance;61221.87
689703;Debra Spencer;10/12/1986;Phelps-Weiss;Regulatory Affairs;32097.29
785118;Brittany Johnston;09/05/1959;Calhoun, Diaz and Brown;Logistics;68115.79
228330;Edward Phillips;13/08/1975;Trujillo, Garrison and Beck;Customer Experience;85169.65
217240;Dawn Riley;18/07/1954;Molina and Sons;Sales Operations;3863.99
814849;Barbara Smith;13/11/2011;Hensley, Fisher and Hayden;Purchasing;44939.9
835904;Mark Middleton;02/06/2003;Pennington-Serrano;Information Services;69139.01
274753;Jose Cross;07/03/1970;Rodriguez Inc;Data Management;23215.68
644699;Sarah Price;31/10/1935;Boyle, Mills and Spence;Product Launch;24182.55
464987;Christopher Thomas MD;30/06/1996;Jordan-Thompson;Employee Wellness;81641.13
668843;Alyssa Gutierrez;21/05/1985;Scott-Beard;Technical Support;20019.37
564;Sharon Foster;03/05/2003;Underwood-Bryant;Community Relations;47918.45
629611;Carla Walker;12/05/2001;Phillips and Sons;Training and Development;63962.61
923311;Tamara Moore DVM;18/07/1970;Jones, Andrews and Anderson;Project Management;14678.76
926975;Ricardo Harrington;21/11/1946;Lyons and Sons;Advertising;66521.05
483220;Hailey Bishop;23/01/1922;Garcia, Steele and Reid;Data Management;48783.34
70047;Mrs. Anne Williams;11/04/1928;Weaver-Medina;Enterprise Architecture;45852.14
106933;Dylan Avila;18/12/1931;Rose, Morales and Diaz;Office Management;60681.64
485418;Keith Diaz;12/04/1995;Silva, Thompson and Steele;Enterprise Architecture;79750.72
123875;Meghan Jones;25/12/1933;Reeves and Sons;Corporate Communications;5962.34
773105;Lauren Schroeder;13/07/1943;Robinson-Watkins;Public Affairs;77201.19
438186;Amy Garcia;20/01/1952;Clark, Hines and Myers;Investor Relations;19611.56
776989;Erin Shaw;04/09/2005;Perez, Taylor and Bright;Corporate Governance;54449.01
349797;Benjamin Navarro;18/04/1932;Green Ltd;Corporate Training;24955.26
903580;William Sanders;21/03/1969;Cohen, Wiley and Pearson;Business Process Improvement;75329.92
955151;Maria Rhodes;08/01/2024;Glenn-Vargas;Credit and Collections;42321.17
497912;Bridget Hernandez;19/03/1985;Edwards, Davis and Fischer;Facilities Management;30114.27
134584;Lisa Waters;01/08/1975;Rosario, Zamora and Hernandez;Research and Innovation;56313.31
313380;Daniel Monroe;02/09/1940;Curtis, Gomez and Hernandez;Supply Chain Management;23450.87
905056;Elizabeth Wade;25/05/1994;Arroyo and Sons;Treasury;19615.65
769955;Keith Castillo;18/10/2000;Knight-Kim;Legal;35719.02
710071;Alexander Hunt;10/01/1940;Garcia, Wilson and Keller;Human Resources;11697.93
781665;Alyssa Greer;01/01/1966;Patel, Hart and Soto;Project Management;83953.13
820536;Jennifer Aguilar;08/06/2020;Lowe and Sons;Corporate Communications;15500.99
585581;Emily Robles;01/08/1912;Pineda-Reilly;Corporate Social Responsibility;79253.75
844616;Jerry Fields;24/01/1981;Bowman Ltd;Enterprise Risk Management;26639.96
185295;Stacie White;03/04/1942;Tucker-Thomas;Community Relations;7645.13
778887;Kim Chang;13/03/1960;Jimenez-Cunningham;Credit and Collections;1695.08
384413;Lisa Simpson;06/08/1994;Yoder-Brooks;Corporate Governance;7371.74
66673;Gabriel Smith;22/01/2022;Campbell-Williams;Enterprise Risk Management;36707.62
608303;Leah Rojas;30/07/1930;Sparks PLC;International Operations;64587.89
118205;Stephen Becker;10/12/1918;Riddle, Cunningham and Madden;Learning and Development;52290.72
150940;Dale Lee;03/06/1918;Benton PLC;Finance;60795.37
643042;Taylor Bates;04/09/2010;Andersen, Wu and Smith;Contracts Management;25079.95
573952;Bill King;12/06/1916;Brown-Washington;Financial Analysis;7939.08
917111;Steven Randall;23/05/1940;Park-Gray;International Operations;38716.68
219336;Frank Smith;23/01/1925;Frederick PLC;Facilities Management;10838.97
727389;Ms. Nichole Patterson;29/11/1967;Kelly, Tate and Hernandez;Legal Compliance;25827.11
972794;Elizabeth Gentry;15/08/1989;Decker, Burke and Sosa;Customer Support;32003.57
455644;Christine Andersen;15/12/2021;Frank LLC;Operations;39355.18
339477;Alison Khan;02/05/2009;Rios-Bradley;Business Process Improvement;35862.22
180273;Robert Dennis;13/11/1987;Velasquez-Knox;Investor Relations;22605.41
514907;Patricia Cooper;03/01/1980;Cunningham, Hill and Smith;Corporate Communications;71353.88
267215;Alec Munoz;23/08/1976;Byrd PLC;Corporate Social Responsibility;64827.53
294705;Sandra Carr;27/05/1963;Holt Inc;Innovation;38402.9
545530;David Fleming;26/11/2022;Vazquez-Jones;Sales Operations;38860.7
834248;Kristin Wright;11/12/1951;Barnes-Porter;Customer Experience;57541.68
457860;Jacqueline Moore;16/06/1975;Smith, Gray and Jones;Information Security;5238.86
237224;James Mcmahon;26/12/1982;Sanders, Macias and Buckley;Environmental Health and Safety;12455.14
187386;Anthony Smith;08/01/1953;Young-Parker;Legal;78809.74
576715;Robert Dixon;14/02/1936;Smith, Nguyen and Lopez;Corporate Events;86883.38
798645;Joshua Smith;11/05/1966;Davis Ltd;Legal Affairs;75609.32
345366;Howard Spence;25/03/2003;Hansen, Thomas and Bowen;Corporate Communications;89028.99
323067;Miranda Shannon;07/05/1914;Fowler and Sons;Executive Office;58823.27
897892;Michael Bush;07/05/1985;Bailey PLC;Financial Planning;46957.3
546032;Paul Martinez;07/02/2021;Greene-Rogers;Quality Control;54266.08
950308;Crystal Johnston;21/05/1965;Baker-Olson;Research and Innovation;27540.97
779278;Amy Juarez;21/08/1955;Clarke and Sons;Investment Management;47403.96
788001;Belinda Hall;20/11/1917;Dixon, Moran and Gomez;Product Management;62632.77
215174;Ronald Morrison;21/08/1920;Hansen, Patel and Moore;Treasury;62671.39
849655;Edward Jones;27/01/2020;Stark-Freeman;Corporate Development;62744.9
427174;Shannon Butler;16/01/1980;Mills-Warner;Public Relations;58416.49
400718;John Rogers;20/01/1994;Kelley Group;Supply Chain;54701.46
153659;Brian Dixon;10/01/2017;Allen, Jackson and Ford;Manufacturing;85047.75
849437;Shane Boone;11/05/1918;Waters, Salas and Zuniga;Database Management;15528.62
371084;Lisa Ray;05/10/1996;Flynn-Moss;Learning and Development;5969.67
140966;Michael Bryant;21/03/2003;Anderson-Cannon;Policy and Planning;25319.16
770608;James Jensen;23/10/1996;Diaz Ltd;Brand Management;16394.33
665809;Joshua Marquez;25/04/1966;Lewis PLC;Audit and Assurance;85183.81
161658;Michael Fletcher;11/08/1986;Jones LLC;Research and Development;56532.43
756111;Sherri Alexander;30/08/1952;Griffin-Mitchell;Learning and Development;49698.97
471825;Shane Petersen;30/01/1943;Navarro, Allison and Dickson;Corporate Development;26735.87
740974;Sara Love;22/07/1962;Ingram Ltd;Employment Services;68856.1
925842;Brandon Robinson;19/09/1932;Garcia Inc;Brand Development;27489.72
664919;Taylor Kennedy;26/03/1915;Lewis Inc;Information Security;2558.12
418647;Sandra Henson;15/01/1915;Lara-Tate;Product Design;1068.11
266969;Manuel Smith III;13/03/1964;Bailey-Frank;Corporate Events;26350.33
684005;Jennifer Long;01/02/1938;Potter-Alvarez;Regulatory Affairs;17113.84
161077;Jack Sherman;09/04/1993;Morrison, Brooks and Kelley;Training and Development;57297.64
546632;Jon Quinn;22/09/1914;King PLC;Research and Innovation;46206.76
1178;Tabitha Crawford;16/10/1921;James-Powell;Policy and Planning;3620.49
938897;James Johnson;09/01/1988;Gutierrez, James and Stewart;International Business;52674.67
182575;Stephen Ingram;05/07/2013;Carr-Thompson;Financial Planning;40988.83
437999;George Hoffman;26/02/1935;Burns, Salas and Anderson;Project Management;8333.62
131257;Courtney Mcdaniel;15/08/1985;Bautista-Coffey;Product Management;44438.77
175068;Cindy Dominguez;15/09/1915;Garcia and Sons;Business Development;35201.8
502334;Brandon Turner;11/06/2000;Miller, Martinez and Hayes;Data Analytics;52373.14
85447;Richard Obrien;15/02/2023;Martinez and Sons;Product Launch;76599.39
294420;Kenneth Carter;12/06/1953;Blackwell-Price;Organizational Development;30738.92
618945;Charles Middleton;17/07/1937;Shah-Villa;Business Intelligence;19485.68
289497;Spencer Rodriguez;23/08/1972;Page LLC;Software Development;36183.44
122553;Angel Gonzalez;28/04/2005;Williams-Pacheco;Marketing;2240.69
709203;Beth Alvarado;02/05/1956;Lam, Pena and Allen;Product Design;8720.46
399359;William Rivera;30/11/1926;Norris, Mason and Padilla;Quality Control;39788.17
967167;Preston Harvey;10/01/1947;Chambers, Hodge and Romero;Network Administration;9678.55
508632;Donna Flores;08/02/2019;Reeves, Davis and Davis;Employment Services;84548.7
173369;Lisa Turner;30/06/1938;Gibson Inc;Employee Relations;29939.18
78394;Kevin Pham;07/04/1964;Jones, Hodges and Wheeler;Business Continuity;82089.37
357090;Lisa Brown;03/04/1976;Smith Inc;Distribution;44167.6
414580;Jamie Oconnor;16/05/2000;Clay LLC;Financial Analysis;77217.43
856168;William Brooks;03/07/1988;Lee, Sampson and Moore;Financial Planning;22556.93
484777;Brittany Smith;23/11/1918;Peterson and Sons;Legal Affairs;70027.06
723355;Daniel Meyer;15/07/1924;Richard-Hudson;Customer Success;12148.35
100324;Terry Ferguson;14/06/1965;Jensen, Obrien and Roberts;Supply Chain Management;60252.99
42543;Rick Conley;03/04/1997;Hall, Jordan and Randall;Engineering;20509.04
382084;Tracy Huff;20/07/1925;Jefferson-Williams;Network Administration;23300.69
700142;Sheila Moore;07/12/1949;Kelley, Roberts and Myers;Human Resources;87352.78
65879;Robert Friedman;19/02/2005;Walker, Simmons and Evans;Treasury;14666.49
452150;Kathleen Schultz;19/10/1928;Oconnor-Frazier;Supply Chain;32589.11
317183;John Douglas;22/03/1989;Montgomery, Mosley and David;Credit and Collections;88666.56
889768;Laura Davis;17/01/1939;Hughes and Sons;Product Launch;81839.96
290399;Megan Marshall;03/05/2014;Stanton LLC;Contracts Management;45859.72
878018;James Hall;05/11/2021;Hodge-Wong;Data Management;51773.78
135051;Thomas Villarreal;19/06/1974;Anderson, Carpenter and Jackson;International Operations;51546.09
376740;Micheal Lang;14/01/2006;Howard-Carey;Customer Success;17451.64
702381;Patrick Gaines;17/09/1920;Booker, Thomas and Ray;Environmental Health and Safety;83789.82
289069;Jeffrey Reed;31/07/1934;Elliott-Hunt;Policy and Planning;6061.84
19366;Monica Holt;29/07/1939;Griffin-Atkinson;Market Expansion;84964.4
232127;Donald Burns;30/10/1989;Valentine, Spencer and Rush;Facilities Management;10387.22
719271;Joseph Jackson;25/09/1984;Mccormick-Herrera;Accounting;30776.42
76666;Jennifer Johnston;24/09/1930;Smith PLC;Policy and Planning;18095.8
938162;Jessica Johnson;09/04/1915;Clay, Conner and Larsen;Corporate Events;76869.45
372791;Yolanda Mccoy DDS;04/03/2012;Nunez, Barker and Walker;Employee Relations;25085.22
595965;Amy Lopez;28/01/1943;Gutierrez Inc;Employee Relations;52305.03
772222;Aaron Martinez;04/02/1946;Reynolds-Mills;Environmental Health and Safety;72583.86
880209;Penny Long;29/04/1999;Dodson, Butler and Holt;Financial Planning;86159.91
70861;Nicholas Johnson MD;16/04/1987;Holder, Gonzalez and Hale;Public Affairs;70866.13
581543;Thomas Flores;13/02/1979;Cook-Mack;Technical Support;56727.02
561309;Cynthia Nelson;02/05/1951;Benton and Sons;Legal Compliance;50148.86
576356;Leslie Lee;06/06/2015;Chan, Griffin and Stevens;Cybersecurity;69519.93
851764;Richard Landry;07/01/1933;Castro-Holloway;Technical Support;58757.26
816445;Travis White;16/01/1987;Winters LLC;Financial Analysis;44270.14
470903;Larry Koch;06/12/1920;Allen, Vasquez and Orr;Corporate Communications;27690.26
496679;Heather Contreras;13/11/1917;Rodriguez-Henderson;Contracts Management;50259.6
783316;Frank Coffey;16/01/2016;Tate, Ortiz and Meza;Technical Support;68966.12
393565;Brenda Summers;15/05/1908;Hammond-Smith;Infrastructure Management;51653.5
101339;Kathy Campbell;05/02/1933;Miranda-Lin;Software Development;10387.4
713725;Deanna Walker;13/08/1961;Stone-Briggs;Strategic Partnerships;1182.38
123879;Rhonda Rich;26/06/2002;Burns Ltd;Research and Innovation;60972.9
