Id;Nome;DataDeNascimento;Empresa;Departamento;Salario
255884;Mr. Marvin White;31/12/1986;Frank-Morton;Customer Support;21237.49
545204;Alexandra Johnson;30/11/1993;Miller-Carson;Health and Safety;81326.29
902043;Michael Oliver;22/04/1967;Brown Inc;Public Affairs;62697.74
347197;Jason Duran;05/10/1995;Thompson LLC;Environmental Health and Safety;87058.68
968247;Krystal Davis;10/05/1942;Hahn-Smith;International Business;54207.64
351351;Michael Rios;08/10/2015;Chan, Evans and Huerta;Infrastructure Management;55350.28
93907;Peter Sanchez;21/12/2009;Gonzalez, Petersen and Mills;Finance;1404.91
875511;Shelby Mendoza MD;05/08/1948;Martin-Perkins;Customer Success;76133.62
304588;Laura Hunt;26/06/1933;Weiss, Myers and Velazquez;Corporate Communications;42638.37
824544;Ryan Richardson;18/06/1928;Jones-Richards;Marketing;45138.98
548983;Natalie Munoz;09/12/2019;Stevenson and Sons;Operations;9092.29
247785;Amy Anderson;29/07/1989;Arroyo-Burton;Risk Management;55104.14
867581;Jonathan Mcdonald;20/02/1942;Johnson-Allen;Facilities Management;13270.75
785320;Hailey Sharp;10/04/1988;Sellers Group;Administration;16363.9
990032;Sean Anderson;19/05/1920;Smith PLC;Customer Support;67404.65
639943;Mrs. Mallory Davis;18/02/2009;Wells-Davies;Facilities Management;14445.46
679754;Ashley Young;15/04/1908;Smith, Jackson and Owens;Corporate Training;10892.77
365402;Stephanie Lee;03/03/1981;Davis and Sons;Legal;75589.77
977954;Emily Garrison;19/03/1920;Moore PLC;Purchasing;60138.79
50513;Christina Stone;17/11/1915;Webb-Jenkins;Project Management;48191.1
905002;Morgan Brown;11/03/1937;Allen-Jordan;Business Development;55748.17
658908;Patricia Wright;29/12/1948;Smith-Morales;Employee Relations;9450.79
482531;Kurt Hall;15/12/1957;Mays, Nelson and Sanchez;Human Resources;62978.11
625512;Alex Franklin;18/03/1988;Thornton Ltd;Taxation;13886.78
74803;Dorothy Mckenzie;24/03/1979;Davila, Gibson and Mullins;Administration;44560.32
168315;Samuel Cole;12/02/2016;Nelson-Williams;Hardware Development;66962.09
137022;Kathleen Rich;26/12/2019;Meyer Inc;Cybersecurity;60508.88
947648;Kelly Mccullough;04/03/1913;Stone, Owen and Barrett;Internal Audit;8267.45
890907;Chelsea Williams;13/03/1996;Wells-Stevens;Public Affairs;83836.97
481548;Amanda Ward;26/05/1977;Perez-Patterson;Product Management;6545.47
76063;Scott Herrera;10/03/1987;Morrison-Newton;Enterprise Risk Management;42766.74
562487;Richard Lara;15/12/1921;Cook and Sons;Corporate Governance;44505.0
445402;Kristi Rasmussen;22/01/1937;Moss, Rivera and Leach;Market Expansion;67686.06
781721;Keith Weeks;01/12/1976;Adams-Fox;Technical Support;11984.48
943435;Drew Rhodes;23/05/1966;Anderson, Simmons and Jenkins;Business Process Improvement;24219.76
71049;Patricia Castro;23/03/1979;Collins-Dixon;Sales;61347.29
267867;Justin White;10/05/1972;Wilson-Parker;Purchasing;81331.66
679482;James Rowe;31/01/2005;Lee-Price;Employment Services;31180.29
118328;Frances Young;23/08/1960;Johnson Inc;Business Continuity;8800.74
933989;Kristen Lowe;27/09/1969;Gonzalez PLC;Strategic Partnerships;80717.88
263608;Jared Lee;15/12/1964;Sherman-Williams;Finance;32416.03
856473;Ann Cohen;30/05/1909;Ortiz-Goodwin;Taxation;57499.34
128702;Jeffrey Mitchell;05/11/1957;Greene Group;Investment Management;64438.21
952165;David Jensen;29/03/1953;Lang, Barnes and Hill;Policy and Planning;16199.0
394396;Heidi Moore;04/09/1922;Miller, Ferguson and Curtis;Technical Support;85364.48
36674;Melinda Walters;17/06/1965;Hernandez-West;Taxation;28287.63
280041;Theresa Rodriguez;18/01/1958;Price, Jackson and Walker;Risk Management;38707.52
903641;Jacob Diaz;12/10/2022;Cox-Hayes;Network Administration;43425.55
953783;Nicholas Butler;23/04/1941;Warner-Chavez;Market Research;56295.6
703716;Justin Harrington;28/02/1993;Gardner, Schmidt and May;Operations;35467.08
557496;Jesus Mullen;06/02/1922;Woodward-Vaughn;Business Intelligence;52986.81
59670;James Gibbs;04/11/2009;Shelton-Tran;International Operations;76806.66
704943;George Miller;25/02/1937;Robinson-Lee;Executive Office;80877.67
771477;Robert Johnson;21/01/1938;Johnson, Mendoza and Crawford;Data Management;37173.3
942878;Stacy Lopez;04/07/1944;Smith Group;Supply Chain;84005.95
771014;Kevin Hartman;23/02/1917;Shepard, Nguyen and Morales;Business Intelligence;48503.49
780639;Gabriel Bray;16/04/2017;Berg and Sons;Brand Management;50680.21
472844;Destiny Scott;19/07/1917;Jackson-Reynolds;Engineering;79814.67
264142;Dr. Lori Galvan;30/04/1918;Villanueva, Ross and Russell;Corporate Development;78969.42
582372;Amanda Robertson;30/07/1971;Hammond, Willis and Lloyd;Business Process Improvement;5878.19
918080;Tammy Lopez;30/10/1916;Hernandez-Andrade;Sales;58973.87
446127;Michael Mckay MD;13/12/1970;Thomas-Pratt;Contracts Management;36372.96
769201;Logan Newman;11/02/2014;Moore-Allen;Research and Innovation;67818.59
924363;David Pearson;23/12/1981;Daniel Group;Legal;17097.15
38348;Holly Navarro;15/06/1927;Holloway-Gonzalez;Regulatory Affairs;53911.51
689143;Scott Dalton;05/07/1958;Davis, Wyatt and Esparza;International Business;53068.74
191418;Carrie Rivera;22/09/1962;Howell, Sloan and Durham;Network Administration;7439.38
811076;Rachel Odonnell;28/11/1988;York, Hernandez and Johnson;Network Administration;84662.88
160182;Amanda Krause;09/07/1983;Chapman, Lee and York;Information Technology;20987.29
885187;Angela Foley;26/04/1953;Martinez PLC;Product Management;83793.21
345168;Janet Burton;17/05/1943;Alvarez, Marquez and Richards;Corporate Development;56219.42
361397;Patrick Wood;22/10/1997;Peterson-Chavez;Corporate Affairs;69595.22
483585;Dr. Brittany Johnson MD;18/05/1952;Johnson-Gonzalez;Logistics;22734.05
488373;April Bell;03/03/1974;Snyder-Hendrix;Risk Management;77016.88
314431;Jason Allen;14/02/1991;Huerta Ltd;Advertising;61742.68
951043;Javier Chen;27/06/1917;Hudson Inc;Policy and Planning;32582.95
676347;Robin Barnes;22/01/1972;Obrien Group;Enterprise Risk Management;23292.22
602547;Vincent Griffin;12/01/1998;Schultz Inc;Regulatory Affairs;29866.02
77811;Richard Gomez;12/04/1984;Gardner Group;Operations;22817.36
369506;Timothy Ortiz;09/03/2009;Williams-Martin;Corporate Governance;9231.31
998468;Lori Marshall;30/01/1972;Fuentes Inc;Facilities Management;52304.96
49067;Janice Wagner;25/01/1939;Johnson LLC;Procurement;42803.26
927005;Dr. Larry Casey;24/02/1934;Silva, Ward and Wyatt;Strategic Planning;11457.41
483170;Marie Ibarra;07/05/2014;Sparks, Kim and Gardner;Manufacturing;63794.62
924067;Amanda Vincent;30/07/1986;Thompson, Guerra and Doyle;Regulatory Affairs;35820.77
510263;Brian Moore;25/12/1932;Reid and Sons;Brand Management;5492.71
522053;Jessica Craig;25/06/1952;Hickman, Frost and Armstrong;Corporate Strategy;60088.84
534202;Corey Velazquez;31/10/1944;Thompson, Smith and Dunn;Database Management;84552.63
339120;Henry Campbell;27/05/1998;Sanders, Terry and Brown;Legal;31127.4
937618;Brandon Valenzuela;18/03/1980;Bryant, Walsh and Conrad;Investor Relations;53662.98
54673;Hannah Hernandez;02/02/1982;Fitzgerald Group;Environmental Health and Safety;18542.06
318312;Isabella Cox;10/09/1925;Fox-Tanner;Public Relations;87952.97
449708;Michelle Floyd;11/03/1922;Wood, Smith and Williams;Research and Innovation;10319.2
591641;Cody Cook;11/10/1928;Duncan LLC;Business Continuity;34368.5
301555;Austin Stout;18/11/1967;Barnes, Watson and Tyler;Executive Office;23744.61
325144;Anthony Smith;15/12/1956;Smith-Thomas;Enterprise Risk Management;38110.33
874618;David Bean;18/07/1981;Rangel, King and Roberts;Supply Chain Management;42989.04
542543;John Smith;24/03/2017;Davis, Kim and Price;Corporate Social Responsibility;30826.7
813328;William Saunders;31/08/2006;Martinez, Thompson and Castaneda;Purchasing;59785.24
784163;Kenneth Anderson;22/08/1935;Elliott, Guzman and Ali;Supply Chain Management;89926.69
471486;Kathy Roach;06/06/1916;Fisher-Thompson;Legal Compliance;58885.96
888770;James Wright;04/06/1959;Bryant-Smith;Network Administration;87782.57
660901;Emily Davis;13/06/2017;Jackson Inc;Community Relations;42433.61
532190;Timothy Thomas;22/10/1964;Gray, King and Lewis;Investment Management;74885.29
743679;Stephanie Scott;10/12/1989;Kane-Wilson;Legal Affairs;34349.21
77268;Kathryn Williams;23/12/1938;Greene PLC;Customer Experience;38493.11
713344;Ryan Fox;24/04/1914;Clark Inc;Community Relations;78129.06
798946;Luke Garcia;31/05/1954;Spencer-Lloyd;Administration;1370.34
650984;Jennifer Greer;22/06/1940;Harrison, Gordon and Mcdaniel;Health and Safety;75861.81
114420;Ronald Roberson;14/09/1933;Vargas-Gordon;Advertising;21422.72
524197;Michelle Thomas;03/05/1953;Mcintyre, Moody and Hernandez;Marketing;2721.44
361322;Jane Davila;22/05/1923;Hernandez, Walker and Holt;Quality Control;54866.97
599589;Theresa Miller;09/01/1930;Wise Inc;Policy and Planning;53903.76
917036;Robert Snow;19/12/1934;Sims-Vazquez;Internal Audit;55380.84
600460;Denise Kent;28/06/1909;Phillips LLC;Internal Audit;49032.89
135424;Jaime Lucero;26/01/2000;Mcmillan-Wade;Hardware Development;42582.65
861199;Steven Soto;26/06/2009;Francis PLC;Public Relations;69829.67
788048;Aaron Moran;30/06/1963;Carter-Simmons;Corporate Communications;40598.21
594557;Cynthia Collins;11/07/1926;Burnett Ltd;Credit and Collections;73433.54
206369;Allen Novak;01/11/1968;Hahn, Eaton and Tucker;Corporate Strategy;72927.01
386700;Emily Jones;07/10/1915;White, Hancock and Clark;Policy and Planning;8448.75
606726;Kristy Williams;18/04/2005;Cummings Ltd;Learning and Development;64516.55
570016;Carl Owen;01/11/2004;Marsh-Thomas;Customer Experience;82971.44
624346;Sherri Martin;11/09/1952;Hunter LLC;Employee Wellness;77091.16
474002;Lauren Macdonald;25/09/1998;Davis-Miller;Community Relations;8191.9
9335;Karen Meyer;08/02/1924;French LLC;Facilities Maintenance;44034.98
589283;Bryan Melton;17/11/1961;Henderson-Watson;Information Services;76221.64
14956;Stephanie Morales;06/02/1937;Odonnell-Vasquez;Financial Planning;26345.97
694319;Norma Rivera;21/08/1970;Cline, Brown and Cordova;Corporate Events;14929.45
105002;Sandra Holmes;09/01/2004;Romero Group;Financial Planning;38672.39
161556;Patricia Stevenson;15/08/1937;Barry Ltd;Event Management;32224.14
338725;April Griffin;04/09/1981;Munoz, Lawson and Russell;Enterprise Risk Management;49647.43
343750;Mary Baker MD;27/06/1975;Griffin and Sons;Procurement;67160.43
428470;Joseph Cuevas;10/05/1969;Carey PLC;Community Relations;13705.41
394256;James Lopez;02/09/1949;Moses-Burton;Facilities Management;76663.8
239000;Sean Gross;20/08/1972;Carpenter, Sherman and Brandt;Brand Development;59477.39
272639;Joshua Mason;22/03/2020;Barrett PLC;Customer Support;28905.88
100112;Ruth Taylor;28/03/1975;Johnson-Lewis;Technical Support;63211.06
263517;Richard Walker;07/02/1922;Moore LLC;Learning and Development;5683.5
54414;Zachary Yang;15/08/1922;Butler and Sons;Training and Education;75825.66
952085;Nicole Villanueva;10/09/1980;Miles-Ferguson;Brand Management;50426.85
696812;Lisa Duncan;13/09/1950;Campbell, Black and Boyer;Product Design;64140.32
259714;William Mcgee;17/12/2018;Kelley, Lawson and Reyes;Cybersecurity;83653.13
142106;Ashley Hutchinson;08/09/1968;Blankenship Inc;Brand Management;49587.79
188253;Stefanie James;19/05/1971;Lewis, Davila and Petersen;Contracts Management;65146.59
201826;Michael Robinson;19/09/1969;Gomez LLC;Information Technology;48971.68
239210;Michael Ward;24/11/2007;Payne, Leon and Patton;Data Analytics;1050.63
627944;Andrew James;13/03/1977;Wilcox-Fischer;Corporate Strategy;76980.42
474715;Michael Wells;19/03/1931;Mason LLC;Risk Management;24578.43
760780;Leslie Hayes;28/11/1964;Conner PLC;Facilities Management;54109.73
144780;Javier Smith;14/01/1982;Wong PLC;Product Management;37821.94
681733;Bruce Lynch;12/10/2018;Howard LLC;Corporate Affairs;49380.97
771809;Valerie Parker;13/01/2015;Weber LLC;Information Technology;37963.54
873327;Ian Harris;21/01/2017;Macdonald Inc;Business Intelligence;88176.19
164120;John Arnold;27/10/1942;Shields-Cummings;Training and Education;25911.06
423442;Shannon Gardner;27/08/1912;Smith, Blake and Mendoza;Learning and Development;47758.03
906587;Megan Brown;16/07/1921;Phillips-Fowler;Environmental Health and Safety;80736.43
243124;Randy Vaughn;08/07/1934;Bass Group;Facilities Management;87953.61
124004;Audrey Evans;16/04/1910;Summers Group;Purchasing;43548.54
828695;Bradley Collins;10/02/1954;Benson, Stark and Cortez;Corporate Affairs;42768.21
652543;Melody Chen;11/10/1945;Villa Ltd;Supply Chain Management;58304.41
372144;Kelly Lee;06/08/1937;Robinson, Payne and Banks;Strategic Partnerships;37928.5
522022;Rebecca Peterson;17/12/1909;Hunter-Waller;Logistics;12374.69
959368;Kathleen Wood;11/02/1981;Mejia-Turner;Employee Relations;35317.58
811986;Sandra Brooks;12/06/1959;Perez, Moore and Higgins;Data Management;76722.15
462594;Brandy Kelly;29/03/1943;Brown Group;Event Management;46929.64
601258;William Olson;26/03/2000;Bailey, Hernandez and Paul;Product Launch;56056.04
895497;Colin Fowler;09/03/1991;Holden LLC;Business Process Improvement;50616.43
270010;Carlos Gibson;19/11/1998;Hobbs, Lee and Evans;Corporate Strategy;41352.73
401792;Krista Evans MD;10/08/2022;Hall Ltd;Investment Management;70519.01
574396;Andrew Gomez;27/10/1958;Jenkins-Russell;Enterprise Architecture;29146.51
353157;Erin Bruce;04/04/1951;Brown, Davies and Bishop;Market Expansion;88523.68
668681;Charles Smith;10/02/1913;Reynolds-Young;Training and Development;26352.14
866651;Jodi Hunt;16/11/1960;Benton, Duran and Smith;Procurement;11070.62
237605;Christina Castillo;21/11/1941;Rice, Mccormick and Cooper;Data Management;65343.57
766998;Joseph Ortiz;05/11/1915;Townsend PLC;Regulatory Affairs;21157.31
222045;Wendy Decker MD;29/08/1950;Graham, Ayala and Oliver;Corporate Social Responsibility;78254.62
49577;Crystal Walton DDS;08/06/1927;Anderson-Smith;Data Management;50328.24
457354;Jennifer Hart;22/12/1967;Hardy PLC;Training and Education;89358.16
58822;Mr. William Glenn;30/04/1928;Vang LLC;Sales Operations;73885.24
538207;Meredith Wright;15/07/1984;Guerra-Hoover;Software Development;79213.98
250818;Rebecca Young;20/07/1952;Hoffman and Sons;Distribution;14114.47
550332;Erin Walker;30/04/2013;Perry-Pineda;Internal Audit;3490.5
817338;Amanda Rice;11/09/1940;Baker PLC;Corporate Communications;12578.89
347592;Jesse Hughes;20/02/1971;Ruiz LLC;Organizational Development;25504.36
901841;Kimberly Meyer;22/02/1930;Mcbride, Jones and Jackson;Information Services;26963.62
355999;Kathy Francis;12/11/1930;Roberts and Sons;Hardware Development;84294.05
296499;Allen Davis;02/05/1943;Griffith, Holloway and Mccormick;Business Process Improvement;47640.52
598884;Amanda Norman;10/03/1931;Bowman Group;Risk Management;85319.95
568195;George Smith;23/12/1934;Baker, Goodwin and Allison;Data Analytics;24807.05
410514;Tammy Mccoy;11/09/1949;Poole Inc;Environmental Health and Safety;16219.96
283399;Mary Fitzpatrick;01/09/1925;Mcguire, Kelly and Mitchell;Investor Relations;67417.83
861858;Brian Williams;10/01/2000;Robbins Inc;Project Management;69979.13
66456;Jessica Sullivan;11/08/1911;Gonzalez and Sons;Product Management;1900.03
196381;Carrie Friedman;03/01/1932;Mcdonald-Smith;Procurement;65333.22
516111;Beth Hernandez;29/09/1928;Evans Group;Advertising;38429.46
303302;Rebecca House;11/02/1949;Hoover-Underwood;Employee Relations;35303.52
788535;Megan Cole;21/12/2023;Wilson, Hernandez and Martin;Supply Chain;16818.46
158164;Sean Johnson;17/04/1946;Holmes Ltd;Office Management;7166.76
127905;Zachary Peterson;27/02/2005;Hughes Inc;Procurement;56990.81
419810;Ruth Howell;26/09/1947;Wilkins, Gillespie and Mitchell;Credit and Collections;52703.41
132001;Matthew Thompson;08/04/1982;Benitez-Johnson;Technical Support;30697.34
924232;Courtney Garrett;20/04/1926;Smith Inc;Legal;65219.44
843396;Dustin Hart;21/08/1981;Cox Ltd;Human Resources;10761.68
741686;Ryan Burns;28/11/1918;Huynh, Wade and Thomas;Advertising;69239.14
498483;Jonathan Boyd;16/06/1948;Anderson, Williams and Craig;Taxation;33155.05
9816;David Zavala;19/08/1927;Silva-Reese;Customer Support;3078.55
308804;Patricia Henderson;17/12/2002;Gilbert, Fernandez and Hubbard;Training and Development;13804.14
28852;William Smith;07/12/2021;Mathews and Sons;Business Continuity;11133.55
456536;Michael Coleman;25/06/1995;Mitchell Group;Legal Compliance;87398.52
839529;Tamara Beck;20/02/2004;Bradley LLC;Strategic Planning;49940.56
957605;Amber Baker;25/08/1988;Fuentes-Walker;Policy and Planning;82269.93
476578;Kelly Brown;08/05/2015;Baker Ltd;Research and Innovation;18917.95
156851;Andrew Williams;11/03/1958;Bradshaw, Greene and Cortez;Facilities Maintenance;57824.3
549881;Matthew Jones;11/03/1940;Poole PLC;Finance;16402.27
182925;Danielle Love;20/08/1929;Mathews, Perez and Waller;Product Launch;7447.82
574711;Shane Conner;15/07/1981;Boyd-Thomas;Data Analytics;2164.82
766383;Bethany Rowe;05/05/1955;Arnold, Jensen and Farmer;Business Continuity;58746.55
232240;Benjamin Powers;30/06/1974;Roberts-Cardenas;Advertising;43741.39
840408;Angela Pierce;28/09/1948;Moreno Inc;Market Research;33594.65
500998;Connor Kline;30/01/2014;Keller-Thomas;Contracts Management;24230.18
234761;Heather Murphy;16/04/1994;Rivera and Sons;Contracts Management;82974.04
757559;Maria Allen;16/10/1931;Ryan, Mcmahon and Morris;Credit and Collections;56774.86
472375;Elizabeth Donovan;27/06/1985;Sweeney, Collins and Shaw;Information Security;46426.67
111839;Nicole Vaughn;10/03/1922;Medina Ltd;Taxation;62390.22
637872;Bryan Allen;16/05/1991;Lewis Ltd;Legal;15217.04
193188;David Scott;26/12/2010;Holt, Kelly and Dawson;Corporate Strategy;64628.97
246185;James Kennedy;06/05/1919;Cobb-Garner;Engineering;76640.29
700963;Alejandra Hood;31/05/1912;Kemp Inc;Research and Development;71923.18
299337;Thomas Reyes;01/09/1985;Erickson, Ramsey and Hood;Training and Education;69307.87
231099;Clayton Gentry;20/12/2019;Patterson, Mendoza and Jackson;Community Relations;65410.95
485259;John Jackson;07/08/1918;Hall, Garcia and Payne;Employee Relations;22925.23
818290;Gerald Garza;06/01/1996;Sanchez, Hunt and Harris;Cybersecurity;68801.79
81333;Frank Smith;20/12/1982;Weaver-Massey;Credit and Collections;59168.4
511979;Craig Anderson;11/05/2006;Jones, Butler and Morris;Strategic Planning;25762.09
130555;Katherine Thomas;04/06/1955;Sherman, Patel and Richardson;Human Resources;68022.51
404213;Derek Boone;14/11/1958;Morrison-Jones;Corporate Communications;66868.93
796926;Jeremy Holland;11/02/1998;Woods-Davidson;Customer Experience;64548.1
328543;Chad Williams;12/05/1963;Frye and Sons;Purchasing;37718.89
327086;William Young;26/07/2019;Mays Group;Information Technology;61167.0
621468;Suzanne Flores;13/03/1922;Garrison and Sons;Enterprise Risk Management;44681.86
284839;Stacy Hart;10/04/1938;Campbell and Sons;Cybersecurity;42851.07
666248;Suzanne Cohen;16/09/2010;Murray Ltd;Supply Chain;79625.2
157370;Brendan Evans;02/11/1919;Montoya-Thompson;Office Management;17844.65
42031;Kristin Hall;20/12/1984;Mckinney PLC;Enterprise Architecture;74584.1
657280;Jeremiah Le;30/05/1945;Cohen-Watson;Environmental Health and Safety;7511.3
846429;Michelle Pearson;12/12/1950;Wilson-Craig;Finance;76519.61
672529;Emily Davis DDS;22/02/1940;Ellis-Berger;Corporate Social Responsibility;66462.06
